lot_area,year_built,gr_liv_area,bedrooms,bathrooms,garage_cars,neighborhood,sale_type,sale_price
12207,1913,1491,5,1.5,1.0,Gilbert,WD,155500
12028,1973,1627,7,1.5,3.0,Sawyer,WD,172600
11360,2013,1342,1,2.0,0.0,Sawyer,WD,145100
7729,1964,833,2,1.0,2.0,Gilbert,WD,151400
14967,1974,1444,1,2.5,1.0,OldTown,WD,155200
4536,1979,1634,6,2.5,2.0,BrkSide,WD,149800
9577,1948,1770,1,3.0,0.0,OldTown,WD,179300
7466,1914,1421,7,1.5,0.0,CollgCr,WD,120900
7054,1962,623,3,1.5,2.0,NWAmes,WD,141500
12263,2007,883,3,3.0,3.0,Somerst,WD,131600
16962,1938,2321,7,1.0,1.0,Gilbert,WD,191400
8336,2008,1063,6,2.0,2.0,OldTown,WD,167900
14623,2005,2071,4,2.0,2.0,NWAmes,WD,210500
10146,1930,1126,7,2.0,2.0,Somerst,WD,114100
6334,1971,1427,6,2.0,,Gilbert,WD,106800
8700,1992,1750,5,2.5,2.0,NWAmes,New,221100
8521,1961,1172,3,1.0,3.0,Sawyer,WD,166500
6986,1986,2137,7,3.0,1.0,CollgCr,New,221500
12262,2012,1530,6,3.0,2.0,BrkSide,WD,203100
11129,1977,1684,7,1.0,3.0,Somerst,WD,206500
4468,2003,1393,7,3.0,1.0,Somerst,WD,155900
4334,1999,1763,4,1.5,1.0,NWAmes,WD,191300
12239,2000,2132,3,1.0,1.0,CollgCr,WD,230700
6584,2005,1447,7,1.5,2.0,Sawyer,New,179500
11511,1927,2192,7,2.5,3.0,CollgCr,New,245500
14625,1902,1255,1,3.0,2.0,BrkSide,WD,106400
5242,1918,1806,5,2.5,2.0,CollgCr,ConLD,139400
4886,1930,1696,5,3.0,1.0,BrkSide,WD,176800
22862,1985,1073,6,1.5,0.0,Somerst,WD,110900
11799,1963,1586,7,3.0,1.0,Gilbert,New,201800
8026,1958,1503,2,2.5,1.0,BrkSide,WD,181600
6204,1901,1159,7,1.0,1.0,OldTown,WD,150600
7668,1984,1643,5,1.0,2.0,Somerst,WD,200100
5457,1945,1559,1,1.5,1.0,BrkSide,WD,135600
15394,1994,1471,4,1.0,0.0,CollgCr,WD,118700
6712,1913,1473,1,1.5,1.0,OldTown,WD,169600
17099,1936,1464,7,3.0,1.0,NWAmes,WD,116100
8101,1906,1353,6,1.5,1.0,OldTown,New,162700
5874,1935,1556,7,2.5,1.0,BrkSide,COD,164300
7997,2014,1242,5,3.0,1.0,BrkSide,WD,155800
2665,1960,2563,3,1.5,2.0,CollgCr,WD,234600
9317,1954,936,3,2.5,2.0,CollgCr,WD,143800
9090,1933,1266,7,2.0,3.0,Sawyer,WD,154300
14949,1932,1298,2,1.5,2.0,NWAmes,WD,176300
3854,1982,2316,7,3.0,2.0,Sawyer,WD,246600
17693,2022,972,3,2.5,3.0,BrkSide,New,172000
14918,1992,1670,5,2.0,2.0,Somerst,WD,174300
18509,1991,1599,5,3.0,2.0,CollgCr,WD,208200
9640,1958,1633,1,3.0,2.0,Gilbert,WD,133600
16431,1912,1995,2,2.5,1.0,Gilbert,New,177000
4743,1989,1986,2,,1.0,NWAmes,WD,205500
14137,2000,1320,6,1.5,1.0,Somerst,New,140800
6731,1963,1578,1,1.5,2.0,CollgCr,New,192000
4334,1911,754,5,1.5,0.0,NWAmes,WD,87000
5642,1988,1540,1,2.5,2.0,Somerst,WD,167000
9925,2014,1182,6,3.0,3.0,NWAmes,WD,197300
6554,1927,1425,7,2.5,2.0,OldTown,WD,131600
11945,1919,826,3,2.0,0.0,BrkSide,WD,111300
4007,1991,1662,2,,2.0,Gilbert,WD,145900
3417,1941,821,4,1.0,1.0,BrkSide,New,118000
19657,1988,1559,5,1.5,3.0,Sawyer,WD,191800
15551,1987,1009,6,,2.0,Gilbert,WD,137600
5857,1933,1160,5,,2.0,Somerst,WD,148300
9882,1905,1962,5,3.0,2.0,Gilbert,WD,174600
16478,1968,1735,5,1.0,2.0,NWAmes,WD,203700
12205,1950,1960,2,2.5,2.0,BrkSide,WD,200800
10658,2006,2124,2,2.5,0.0,CollgCr,WD,200500
17113,1944,1191,7,3.0,1.0,OldTown,WD,139300
6868,1930,2100,5,2.5,0.0,OldTown,WD,157900
10053,2006,914,7,2.0,2.0,CollgCr,WD,142800
9809,1991,1798,5,2.5,3.0,Gilbert,WD,210000
8635,1976,1303,4,1.5,2.0,CollgCr,New,157800
8144,2018,1128,4,2.0,2.0,OldTown,WD,186500
10264,1997,1746,5,3.0,3.0,Somerst,New,205800
10069,2007,1878,2,,1.0,Sawyer,WD,197700
5859,1999,1866,4,1.5,0.0,Somerst,WD,147100
14778,1949,1586,6,1.0,3.0,CollgCr,WD,199600
6074,1907,1553,1,2.0,3.0,CollgCr,COD,154700
8874,1975,1711,1,2.5,2.0,Sawyer,WD,162600
8539,1994,1622,2,1.0,1.0,NWAmes,WD,205100
11838,2022,1717,5,2.0,,Somerst,WD,223800
3430,1984,1582,2,2.0,2.0,Sawyer,WD,198600
15451,1970,1837,4,2.5,2.0,Somerst,WD,197900
7055,1971,849,1,1.5,1.0,Somerst,New,120900
18215,1914,1447,2,1.0,2.0,Sawyer,WD,145000
7793,1900,946,1,1.0,2.0,Somerst,COD,134400
9658,1905,1611,6,2.0,3.0,NWAmes,New,191600
25768,2012,2157,4,2.0,2.0,Gilbert,COD,217700
8616,1997,1310,2,3.0,2.0,CollgCr,New,209400
18387,1932,1551,4,2.0,,OldTown,WD,157800
10092,1952,1803,7,1.0,2.0,Sawyer,WD,153700
12182,1959,673,6,2.5,2.0,Somerst,WD,87100
10249,1930,1291,7,1.0,0.0,Somerst,New,89000
15122,1952,1646,3,1.5,1.0,Gilbert,WD,152700
7025,1943,400,3,2.5,2.0,OldTown,New,97100
6051,1986,1109,3,1.5,0.0,OldTown,WD,143200
7192,1993,1940,3,2.0,0.0,Somerst,WD,176800
10403,1912,1901,7,2.0,3.0,BrkSide,WD,203800
8863,1957,1650,1,3.0,,Gilbert,WD,175500
14117,2022,1853,6,1.5,0.0,Gilbert,WD,181600
19003,2007,1586,7,,1.0,Gilbert,WD,162600
6076,1998,1722,6,2.5,2.0,BrkSide,WD,219400
6857,1991,1374,5,2.5,2.0,Sawyer,WD,139000
4827,1900,1546,6,1.0,2.0,OldTown,COD,157900
27315,2020,1247,1,1.0,2.0,NWAmes,WD,167800
11526,1991,2005,6,2.5,1.0,NWAmes,WD,208000
12580,2010,2109,4,2.0,2.0,CollgCr,WD,215400
5064,2012,2052,7,1.5,1.0,BrkSide,WD,201400
9891,1931,1337,1,3.0,2.0,CollgCr,WD,144300
12767,1901,1118,7,1.5,1.0,Sawyer,WD,144500
8722,1981,2011,5,2.0,0.0,OldTown,WD,177800
16947,1956,1718,1,2.5,1.0,Gilbert,WD,205500
31442,1902,1631,4,3.0,3.0,Sawyer,WD,174500
6164,1933,1247,1,3.0,1.0,NWAmes,New,133700
5937,2022,1670,1,2.5,1.0,OldTown,WD,180300
6381,1945,1066,4,1.0,1.0,OldTown,WD,138200
22095,1932,1754,6,1.0,2.0,Gilbert,WD,161100
16667,1981,2052,1,2.5,2.0,BrkSide,New,206900
9249,1982,2152,2,2.0,3.0,Gilbert,WD,221900
10080,1941,1783,3,1.0,2.0,OldTown,New,183700
6580,2005,947,4,2.5,2.0,Sawyer,New,157400
15445,1971,1579,1,3.0,2.0,NWAmes,ConLD,183000
8185,1919,2356,5,1.0,0.0,OldTown,New,180000
8690,1940,1153,4,3.0,3.0,Somerst,WD,185600
13419,2005,1476,7,1.5,3.0,CollgCr,COD,199900
9009,1911,2065,3,1.5,1.0,BrkSide,New,223800
8800,1901,1747,4,2.5,2.0,BrkSide,WD,164200
9950,1981,2492,1,1.5,1.0,OldTown,WD,235300
14731,1954,1207,7,1.0,2.0,Gilbert,COD,134900
22545,1931,1104,6,3.0,2.0,OldTown,WD,164800
13263,1958,1990,3,1.5,3.0,NWAmes,New,191600
14789,1922,1022,4,1.0,1.0,CollgCr,WD,126700
8956,1946,1421,7,2.5,2.0,Sawyer,WD,153500
6947,1929,1474,3,1.5,2.0,OldTown,WD,165600
13725,1972,1914,2,2.5,1.0,BrkSide,WD,177000
10782,1983,1746,2,1.0,2.0,CollgCr,WD,171900
4859,2013,1683,5,2.0,2.0,CollgCr,COD,187800
8400,1908,1339,2,2.0,2.0,BrkSide,WD,173700
9495,1940,1986,1,3.0,3.0,BrkSide,WD,209400
7668,1932,3110,2,2.0,0.0,OldTown,WD,197700
20762,1971,1777,7,3.0,1.0,OldTown,WD,195700
12581,1966,1540,7,1.5,1.0,Sawyer,ConLD,141500
19665,2008,981,7,2.0,1.0,BrkSide,WD,156000
11290,2013,1245,2,3.0,2.0,NWAmes,WD,180200
10308,1995,1415,4,1.0,3.0,CollgCr,New,197500
6196,1924,1286,4,3.0,2.0,CollgCr,WD,181800
9956,1905,1494,4,2.5,2.0,CollgCr,WD,133900
9962,2011,2211,1,2.5,1.0,Gilbert,WD,221900
4996,2016,1999,5,1.5,1.0,OldTown,WD,224700
7557,1931,1436,1,3.0,2.0,Gilbert,New,142200
8420,1905,1017,2,3.0,2.0,Sawyer,WD,109300
12170,1984,2035,3,1.5,1.0,CollgCr,WD,186200
12465,1973,1480,5,2.0,3.0,BrkSide,WD,188600
7401,2010,809,7,1.0,2.0,BrkSide,New,116100
12512,1971,1785,5,1.5,1.0,Somerst,WD,185300
9036,1994,1910,4,1.0,2.0,OldTown,WD,171900
2357,1997,530,4,2.0,2.0,Somerst,WD,150900
7767,1901,1170,4,2.0,1.0,CollgCr,WD,129700
16975,1918,1456,2,2.0,2.0,CollgCr,WD,190500
4269,1996,1794,7,2.5,2.0,BrkSide,WD,207600
10471,1922,1294,7,3.0,2.0,CollgCr,WD,138500
21865,1925,1167,2,1.0,3.0,Somerst,WD,134500
6766,1993,1791,1,1.5,2.0,Sawyer,WD,198000
9908,1925,1313,2,1.5,2.0,OldTown,WD,145900
5156,1918,1717,5,3.0,1.0,OldTown,WD,178400
22328,1901,1055,1,1.0,1.0,Somerst,WD,94600
9493,1958,959,1,1.0,1.0,BrkSide,COD,165400
10131,1978,1802,5,1.0,1.0,Sawyer,WD,202800
19480,1990,1601,2,2.5,,BrkSide,WD,177800
13777,2012,1869,1,2.0,1.0,BrkSide,WD,227200
6388,1980,1287,1,3.0,1.0,OldTown,WD,133900
7161,1993,1182,5,1.5,2.0,Somerst,WD,163800
12676,1926,2044,3,1.5,1.0,NWAmes,New,149500
7244,1942,891,2,2.0,2.0,CollgCr,WD,165300
3434,1937,2001,5,1.0,2.0,BrkSide,WD,155000
9637,1908,2028,2,3.0,1.0,Gilbert,WD,139900
4722,2020,1844,4,3.0,0.0,Sawyer,WD,167500
22207,1929,1225,4,1.0,2.0,CollgCr,WD,169300
10812,1955,1173,5,3.0,,Sawyer,WD,142900
6294,1944,1416,5,2.0,2.0,OldTown,WD,160300
6979,1905,982,5,1.5,2.0,OldTown,New,142700
3848,2012,1115,2,3.0,2.0,Gilbert,WD,159400
5712,1927,1758,1,2.0,2.0,OldTown,WD,180000
16451,1912,1760,4,1.5,3.0,CollgCr,ConLD,212200
30209,1942,1080,1,3.0,1.0,Sawyer,WD,121900
14231,1917,1770,4,2.5,3.0,NWAmes,WD,165900
9452,2023,1682,5,1.0,2.0,Somerst,WD,205600
7975,1923,2104,6,2.5,2.0,Somerst,COD,204200
6135,1937,1728,5,2.5,1.0,Gilbert,WD,163100
27719,1933,1923,7,1.5,1.0,BrkSide,WD,190500
9006,1903,1691,4,2.0,3.0,Sawyer,WD,168700
28504,1901,1892,4,3.0,1.0,Somerst,WD,161700
19866,1963,985,2,1.0,3.0,Somerst,WD,159400
4145,1928,1451,5,2.5,2.0,OldTown,WD,160800
7094,1910,1484,6,,2.0,CollgCr,New,183700
7083,1936,1403,3,3.0,2.0,CollgCr,WD,162200
9510,1933,1678,1,1.5,1.0,Somerst,WD,150900
9603,1952,1754,1,1.5,2.0,BrkSide,WD,189400
44273,2023,1657,5,3.0,3.0,BrkSide,WD,227000
5776,1938,1429,5,2.0,1.0,OldTown,WD,160300
11098,1987,1206,1,2.0,3.0,Somerst,WD,185600
13470,1995,1939,1,2.0,3.0,OldTown,WD,184000
9889,1906,1640,5,2.0,0.0,OldTown,New,84900
10458,1962,1093,3,2.5,2.0,Somerst,WD,171000
5870,1955,1423,3,2.0,1.0,BrkSide,WD,158300
10438,1962,803,2,1.5,2.0,CollgCr,New,129100
12781,1921,1514,6,2.0,3.0,Gilbert,WD,182300
11659,1957,1421,6,2.5,3.0,Somerst,New,212600
13162,1915,1270,1,3.0,3.0,NWAmes,New,181400
20056,2017,2134,1,2.0,1.0,BrkSide,WD,226500
15811,1972,1038,4,2.5,2.0,Sawyer,WD,127800
10256,1904,1783,5,2.0,1.0,Sawyer,WD,138900
5509,1962,2375,2,2.5,3.0,Somerst,New,180300
7332,2014,1931,2,1.5,1.0,OldTown,WD,207900
8868,1992,1487,5,2.0,1.0,BrkSide,COD,186400
11228,1933,1046,4,1.0,0.0,BrkSide,WD,134000
7792,2010,955,1,1.5,1.0,BrkSide,WD,153800
6199,1923,1335,5,2.5,1.0,NWAmes,WD,132000
5464,1930,1225,1,1.0,0.0,CollgCr,COD,107900
4335,1919,1212,2,1.5,3.0,CollgCr,WD,134700
8800,2014,1369,5,2.5,2.0,Somerst,WD,173000
4747,1988,1459,2,3.0,1.0,Somerst,New,141900
6001,1964,1694,1,2.0,2.0,CollgCr,WD,214300
8128,1982,1005,7,2.0,,BrkSide,WD,120600
5075,1932,1227,2,2.0,2.0,Gilbert,New,139900
11967,1908,1436,4,2.5,1.0,CollgCr,New,97500
14330,2004,1422,6,2.0,2.0,Gilbert,WD,182100
7520,2019,2235,7,1.0,1.0,Gilbert,WD,213400
7954,1904,1593,6,2.0,1.0,NWAmes,WD,136500
12948,1906,855,3,1.5,2.0,BrkSide,WD,97000
6926,1969,1667,6,2.5,2.0,BrkSide,WD,179200
6692,1905,1718,1,1.0,2.0,NWAmes,WD,151900
18002,1989,1450,3,2.5,1.0,NWAmes,WD,158500
15400,2017,1015,2,1.0,2.0,CollgCr,WD,196900
13370,1934,2203,4,3.0,2.0,Sawyer,New,201600
15722,1936,1072,7,2.5,0.0,BrkSide,WD,123200
3683,2007,1764,6,1.0,0.0,Gilbert,WD,162600
19476,1944,1580,7,3.0,1.0,CollgCr,COD,139200
12040,1929,1740,1,2.0,1.0,NWAmes,New,158700
16406,1910,2183,6,2.5,,Sawyer,WD,227900
12011,2004,1725,6,1.0,0.0,OldTown,COD,163100
10142,2014,1277,4,1.0,2.0,Gilbert,WD,178500
8624,1909,1942,1,3.0,2.0,Gilbert,WD,159700
11891,1999,1248,1,2.0,2.0,NWAmes,WD,110000
8469,1919,1565,7,2.5,2.0,Gilbert,WD,142800
15274,1917,983,3,3.0,1.0,BrkSide,WD,161600
4477,1947,1087,5,2.0,3.0,OldTown,WD,164600
7549,1954,1521,7,1.5,2.0,NWAmes,New,199500
27513,2005,1647,4,3.0,2.0,Sawyer,WD,181900
7237,1986,819,2,1.0,1.0,Sawyer,WD,78500
8784,1917,1699,4,2.0,2.0,NWAmes,WD,143200
6366,1972,1172,2,3.0,,BrkSide,WD,160800
11707,2008,2012,2,1.5,2.0,Somerst,COD,214600
6849,1982,1359,6,1.5,2.0,NWAmes,WD,165900
9020,1928,1051,3,2.0,3.0,Sawyer,New,134400
15130,1915,1530,5,1.0,3.0,NWAmes,WD,186200
6979,1956,1134,6,,2.0,Somerst,WD,135900
14681,1958,2008,4,1.5,3.0,NWAmes,WD,212800
14930,1943,1500,4,3.0,3.0,Gilbert,WD,178100
16772,1913,1439,2,1.5,0.0,BrkSide,New,118500
10618,1914,1737,4,2.5,2.0,Gilbert,WD,148900
50043,1965,1098,6,2.0,1.0,CollgCr,WD,126100
16769,2017,984,2,2.5,1.0,OldTown,WD,181500
11643,1974,1663,2,1.5,1.0,BrkSide,WD,190700
6387,1954,1060,5,3.0,2.0,Somerst,WD,161700
9428,2015,1060,7,1.5,0.0,CollgCr,WD,119900
20194,1985,1835,3,2.5,1.0,CollgCr,WD,152500
23266,1989,1710,6,3.0,0.0,OldTown,WD,185500
20726,1971,998,2,2.0,2.0,CollgCr,New,161100
14656,1994,1252,4,2.5,3.0,Sawyer,WD,178600
5283,1962,1139,7,1.0,3.0,Gilbert,WD,152600
12627,1977,2211,4,2.0,2.0,Gilbert,New,182200
5320,1976,1862,4,1.5,1.0,OldTown,New,197400
4704,1993,1332,2,3.0,3.0,Gilbert,WD,203700
11154,2011,1730,4,3.0,1.0,BrkSide,COD,169700
12856,1936,958,5,2.5,,BrkSide,New,127000
15548,1986,1231,7,3.0,2.0,Somerst,WD,185100
12690,1903,1542,2,3.0,2.0,Gilbert,WD,139700
12910,1966,1681,3,2.5,0.0,Somerst,WD,190600
6049,2011,1461,5,2.0,0.0,BrkSide,WD,154300
9391,1980,1599,7,1.5,2.0,BrkSide,COD,171000
4658,1933,1531,2,3.0,2.0,CollgCr,WD,161800
3635,1975,1435,5,1.0,2.0,NWAmes,WD,160500
14333,1944,1382,7,1.0,2.0,CollgCr,COD,178500
6792,1953,1329,5,3.0,2.0,Gilbert,WD,173500
15310,1928,1593,3,1.0,1.0,Somerst,WD,172600
17226,1977,1664,2,1.0,2.0,Gilbert,COD,185100
7261,1924,1579,3,2.0,1.0,BrkSide,WD,139700
13295,1955,1029,1,2.0,2.0,BrkSide,WD,139700
7111,2016,1100,2,1.0,2.0,CollgCr,WD,153600
3933,1993,1660,4,1.5,2.0,OldTown,COD,215300
10527,1951,2089,1,1.5,2.0,Sawyer,WD,217000
7821,2020,1561,1,1.5,1.0,OldTown,WD,174800
7942,1901,1335,5,1.0,2.0,Somerst,WD,122000
26574,2019,1590,1,2.5,2.0,BrkSide,New,220800
4615,1943,1045,1,2.0,2.0,NWAmes,WD,139900
11985,2001,2024,5,3.0,2.0,OldTown,WD,205800
6019,2017,1575,7,1.0,3.0,BrkSide,COD,231500
15586,1974,1232,6,2.5,1.0,Gilbert,New,134600
11490,1975,1433,1,3.0,2.0,Somerst,WD,161700
11964,1992,1289,2,2.0,2.0,Gilbert,WD,160700
6171,1929,2025,6,2.5,1.0,Gilbert,WD,148500
6749,1922,1419,6,2.0,2.0,NWAmes,WD,157800
15735,1942,1562,3,2.0,1.0,BrkSide,WD,138100
23990,1959,1729,7,3.0,1.0,Sawyer,New,156200
12584,1992,1204,7,2.0,0.0,CollgCr,WD,122500
6319,1931,1577,6,2.0,2.0,BrkSide,New,151100
11725,1970,1610,6,3.0,2.0,BrkSide,WD,159600
33314,1900,878,6,2.0,1.0,OldTown,New,108000
10417,1903,1601,2,1.0,1.0,Somerst,WD,140600
20556,2019,1482,5,2.5,1.0,Gilbert,WD,173000
6835,2005,1552,7,2.5,1.0,BrkSide,WD,218700
9691,2007,1514,2,1.5,2.0,Sawyer,WD,179100
13491,1940,1604,1,2.5,1.0,Gilbert,WD,167100
12072,1963,2035,3,1.0,1.0,Somerst,WD,200000
6747,1983,1028,2,1.5,0.0,OldTown,New,123000
6603,1931,1363,7,3.0,2.0,BrkSide,WD,156500
16222,1992,1767,4,2.5,2.0,NWAmes,WD,192000
17958,1985,1692,5,2.5,2.0,NWAmes,WD,189400
21080,1950,1684,7,2.5,2.0,BrkSide,New,162700
24391,1953,2601,6,1.0,3.0,CollgCr,WD,227900
10586,1938,1746,6,3.0,2.0,CollgCr,WD,174600
8471,1999,1952,7,1.5,3.0,Sawyer,WD,176400
19448,2022,1377,5,2.5,2.0,CollgCr,WD,209100
14137,2023,1103,2,3.0,0.0,BrkSide,WD,183600
6056,1995,1374,6,1.5,2.0,BrkSide,WD,174300
5903,1943,1785,3,2.5,2.0,OldTown,WD,191200
12657,1996,1663,3,1.0,2.0,NWAmes,New,208700
9058,1930,1661,5,2.5,1.0,Sawyer,WD,128700
9767,2011,1414,3,2.0,2.0,NWAmes,WD,196400
16920,1933,1350,1,1.0,3.0,CollgCr,WD,154400
14465,1949,1428,7,2.5,1.0,OldTown,New,193900
19244,1911,1790,4,3.0,0.0,OldTown,WD,140800
3768,1910,1836,5,1.0,1.0,CollgCr,WD,176900
11234,1948,1098,6,3.0,2.0,CollgCr,New,138000
14007,1968,1805,5,3.0,2.0,Somerst,WD,230400
4613,1902,1240,5,2.0,2.0,Sawyer,WD,125400
7133,2004,1688,6,3.0,3.0,NWAmes,WD,226100
6501,1914,1423,3,1.5,2.0,OldTown,WD,161800
10005,2023,2126,6,2.5,1.0,OldTown,WD,216700
22335,1933,1333,6,2.5,1.0,OldTown,WD,142600
27209,1946,1571,2,2.0,1.0,Somerst,WD,141700
6587,1919,1743,2,3.0,2.0,Sawyer,WD,116600
12878,2002,1150,7,3.0,0.0,OldTown,COD,158100
13087,1990,1471,7,2.5,1.0,Somerst,WD,152900
12014,1909,1393,7,2.0,3.0,NWAmes,ConLD,181500
12082,1913,1294,1,3.0,2.0,CollgCr,WD,148900
11520,1975,1324,7,2.0,0.0,OldTown,New,162100
23012,2007,1945,7,2.5,2.0,CollgCr,COD,221900
17175,1913,1261,6,1.0,2.0,CollgCr,WD,90800
5825,1927,1727,4,1.5,3.0,Sawyer,WD,194200
14733,1967,1626,4,3.0,2.0,BrkSide,WD,169500
15463,1913,941,4,2.0,0.0,Gilbert,WD,121800
11585,1937,1708,1,2.0,1.0,Sawyer,WD,171700
17426,1901,935,4,3.0,1.0,Sawyer,ConLD,118600
10873,1961,1751,2,1.5,2.0,BrkSide,WD,176000
10941,1988,1297,2,1.5,2.0,OldTown,WD,146300
10516,1951,1503,1,1.0,2.0,BrkSide,WD,156100
3608,1931,982,4,1.5,2.0,NWAmes,WD,94100
9507,1952,1549,1,2.0,1.0,NWAmes,WD,143800
7086,1963,1871,6,2.5,1.0,Sawyer,WD,147300
5469,1920,1177,7,1.5,1.0,NWAmes,New,96800
20272,1913,1257,6,2.0,2.0,CollgCr,WD,142200
12735,1922,1682,3,1.5,2.0,OldTown,WD,176600
9751,2022,1692,2,3.0,3.0,CollgCr,WD,207800
7462,1989,526,4,2.0,1.0,OldTown,WD,100500
11477,1915,2306,5,1.0,2.0,Somerst,WD,179200
16248,1937,1711,1,2.5,1.0,Sawyer,WD,153700
6545,1951,1779,6,1.5,2.0,Somerst,WD,163500
9873,1922,1443,4,3.0,0.0,Gilbert,New,127500
15276,2005,758,6,1.5,2.0,CollgCr,WD,109600
3759,2016,1770,1,3.0,1.0,Gilbert,WD,201000
9616,1930,1274,3,2.5,1.0,BrkSide,COD,122500
7985,1902,1718,4,1.0,2.0,Somerst,COD,169400
9257,1933,1412,1,2.5,1.0,NWAmes,WD,160100
7702,1972,1595,5,2.5,2.0,BrkSide,COD,182700
10602,2000,1190,7,2.0,1.0,Gilbert,New,166200
25895,1942,1846,4,1.0,3.0,Somerst,WD,151600
8417,1933,1025,3,2.0,1.0,OldTown,WD,111200
11451,1930,2398,5,2.5,2.0,BrkSide,WD,229800
26833,1900,2395,3,1.0,3.0,Gilbert,WD,220700
7518,1901,2153,3,1.5,2.0,OldTown,COD,222500
24522,1953,2010,6,2.5,1.0,NWAmes,WD,215300
9924,1976,1466,5,2.0,2.0,BrkSide,WD,176200
24124,1901,1967,2,3.0,0.0,BrkSide,WD,146200
14402,1924,1462,3,1.5,2.0,CollgCr,WD,135200
11540,2012,879,6,2.5,2.0,Somerst,New,139200
9578,2022,2101,4,2.0,2.0,BrkSide,WD,210800
7244,1979,1952,1,1.5,2.0,Sawyer,WD,186000
10279,1964,1487,6,3.0,1.0,NWAmes,WD,137400
15501,1972,1010,6,2.5,,Somerst,WD,128000
9832,1945,1266,2,2.0,1.0,Sawyer,WD,171900
8448,1924,772,7,1.5,2.0,Gilbert,WD,135100
8731,1946,1878,7,3.0,1.0,NWAmes,WD,165400
16256,1986,859,7,1.0,2.0,BrkSide,WD,160100
18262,1982,1615,3,1.0,2.0,Somerst,WD,187200
7090,1983,1163,7,1.0,3.0,Gilbert,WD,166900
7085,1975,929,6,2.5,2.0,OldTown,WD,138300
11964,1907,1595,7,1.0,0.0,Gilbert,New,128600
21243,1977,1366,4,2.5,1.0,NWAmes,WD,166100
17553,2009,1835,2,1.0,2.0,BrkSide,WD,203200
5293,1980,993,2,2.5,1.0,Somerst,COD,118800
8673,1971,1197,7,,1.0,BrkSide,WD,126400
6215,1927,545,4,3.0,1.0,Gilbert,COD,99000
8658,1998,626,7,1.5,2.0,CollgCr,WD,139200
22075,1955,2219,4,1.0,3.0,CollgCr,COD,211100
4860,1932,2333,4,2.5,1.0,CollgCr,WD,170100
4405,1960,1537,1,2.0,1.0,Somerst,New,182400
6540,1915,1170,3,3.0,2.0,NWAmes,WD,156400
11426,2014,1381,4,1.0,1.0,BrkSide,WD,125200
13499,1987,1849,1,2.0,3.0,BrkSide,WD,233400
12317,1940,1294,2,1.0,2.0,Gilbert,WD,145800
17816,1998,1595,5,2.0,2.0,NWAmes,WD,187700
4099,1906,1495,2,1.0,3.0,Gilbert,COD,185600
17929,1947,1272,5,2.5,2.0,Somerst,WD,183900
8467,1980,1290,4,2.5,1.0,CollgCr,New,169800
14268,1902,1617,3,1.0,2.0,NWAmes,WD,161200
5107,1987,1109,1,2.0,2.0,Sawyer,WD,126400
9922,2001,1681,3,2.0,2.0,OldTown,ConLD,149000
11138,1973,1311,4,2.5,3.0,OldTown,WD,190400
17639,1925,1551,5,2.0,1.0,CollgCr,WD,174400
4480,1992,2054,2,2.0,2.0,CollgCr,WD,191100
10050,1942,1433,1,3.0,1.0,CollgCr,WD,140800
5752,1991,1868,7,2.0,,OldTown,WD,173700
12743,1977,783,7,3.0,2.0,OldTown,WD,121300
14598,1911,1312,7,3.0,2.0,Somerst,WD,163800
18837,1912,1511,3,3.0,2.0,Sawyer,New,157900
7574,1901,2269,5,3.0,1.0,CollgCr,WD,175300
15735,1908,716,1,2.5,0.0,Somerst,WD,137700
19545,1937,1462,7,2.0,2.0,BrkSide,WD,129600
4352,1903,2083,1,2.0,2.0,CollgCr,WD,193200
13442,2016,1186,4,,2.0,BrkSide,New,145900
15983,2013,1415,6,3.0,2.0,NWAmes,WD,175400
8696,1921,1633,6,2.5,3.0,Sawyer,WD,177900
5402,1938,1574,7,3.0,2.0,Somerst,WD,181700
15859,1992,2126,4,2.5,1.0,Somerst,WD,194100
5433,1981,1679,1,2.0,2.0,Somerst,WD,176100
9053,1972,2031,1,1.5,2.0,OldTown,WD,194500
9701,2022,1356,2,3.0,3.0,Somerst,WD,168400
14154,1978,1204,1,2.5,2.0,BrkSide,WD,169100
7235,1983,1410,4,3.0,2.0,OldTown,WD,174900
7028,1962,1036,1,2.0,1.0,Gilbert,WD,139100
10399,1965,1693,2,2.0,2.0,Gilbert,WD,178000
16370,1936,1346,3,1.0,3.0,OldTown,WD,159800
31062,1964,1231,6,1.0,3.0,OldTown,WD,189200
4658,2013,1699,5,2.5,1.0,NWAmes,WD,202600
11587,1946,1043,1,1.5,1.0,CollgCr,WD,154300
5749,1916,1808,7,1.0,2.0,BrkSide,WD,178500
16472,1974,1309,4,2.5,2.0,CollgCr,WD,188000
6190,1997,1964,3,2.5,3.0,OldTown,WD,207600
7063,2018,1343,3,1.0,1.0,Somerst,WD,160000
7371,1967,1753,6,2.0,2.0,Somerst,WD,207200
9527,1997,1572,4,2.0,2.0,CollgCr,WD,199200
11633,1931,1798,2,,1.0,Gilbert,WD,157200
12605,1952,1544,3,2.5,1.0,Somerst,WD,134400
9869,1951,835,1,1.5,2.0,NWAmes,WD,123900
5090,1941,1904,2,3.0,1.0,CollgCr,WD,158100
14241,1988,1465,3,1.0,2.0,OldTown,New,208300
9638,2009,1816,2,3.0,2.0,OldTown,COD,214600
